City,Date,AQHI-H01,AQHI-H02,AQHI-H03,AQHI-H04,AQHI-H05,AQHI-H06,AQHI-H07,AQHI-H08,AQHI-H09,AQHI-H10,AQHI-H11,AQHI-H12,AQHI-H13,AQHI-H14,AQHI-H15,AQHI-H16,AQHI-H17,AQHI-H18,AQHI-H19,AQHI-H20,AQHI-H21,AQHI-H22,AQHI-H23,AQHI-H24,RISK-H01,RISK-H02,RISK-H03,RISK-H04,RISK-H05,RISK-H06,RISK-H07,RISK-H08,RISK-H09,RISK-H10,RISK-H11,RISK-H12,RISK-H13,RISK-H14,RISK-H15,RISK-H16,RISK-H17,RISK-H18,RISK-H19,RISK-H20,RISK-H21,RISK-H22,RISK-H23,RISK-H24
Hamilton mountains,4/30/2022,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/1/2022,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/2/2022,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/3/2022,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/4/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/5/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/6/2022,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/7/2022,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/8/2022,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/9/2022,3,3,3,2,2,2,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/10/2022,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/11/2022,4,4,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/12/2022,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/13/2022,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,5,5,4,4,4,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/14/2022,4,4,4,4,3,3,3,2,2,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/15/2022,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/16/2022,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/17/2022,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/18/2022,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/19/2022,2,2,2,2,2,2,2,3,3,3,4,3,2,2,2,3,3,3,N/A,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/20/2022,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/21/2022,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/22/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/23/2022,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/24/2022,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/25/2022,3,3,2,2,2,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/26/2022,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/27/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/28/2022,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/29/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/30/2022,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,5/31/2022,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,4,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/1/2022,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/2/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/3/2022,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/4/2022,3,3,3,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/5/2022,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/6/2022,3,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/7/2022,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/8/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/9/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/10/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/11/2022,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/12/2022,4,4,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/13/2022,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/14/2022,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/15/2022,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/16/2022,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,N/A,N/A,4,4,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/17/2022,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/18/2022,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/19/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/20/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/21/2022,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,7,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/22/2022,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/23/2022,3,2,2,2,2,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/24/2022,3,2,2,2,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/25/2022,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/26/2022,5,5,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/27/2022,3,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/28/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/29/2022,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,6/30/2022,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/1/2022,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/2/2022,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/3/2022,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/4/2022,2,2,2,2,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/5/2022,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/6/2022,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,N/A,2,2,2,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/7/2022,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/8/2022,2,2,2,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/9/2022,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/10/2022,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/11/2022,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/12/2022,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/13/2022,2,2,2,2,2,2,1,1,1,1,2,2,2,2,N/A,N/A,N/A,N/A,N/A,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/14/2022,2,2,2,2,2,1,1,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/15/2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,2,2,2,2,2,3,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/16/2022,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/17/2022,3,3,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/18/2022,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/19/2022,3,3,3,3,3,3,3,2,2,2,3,3,3,4,4,4,3,3,3,3,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/20/2022,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/21/2022,N/A,N/A,N/A,2,2,2,2,2,2,2,2,2,N/A,N/A,N/A,N/A,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/22/2022,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,3,3,3,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/23/2022,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/24/2022,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/25/2022,3,3,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/26/2022,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/27/2022,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/28/2022,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/29/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/30/2022,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,7/31/2022,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/1/2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/2/2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/3/2022,2,2,2,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/4/2022,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/5/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/6/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/7/2022,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/8/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/9/2022,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/10/2022,2,2,2,2,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/11/2022,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/12/2022,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/13/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/14/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/16/2022,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/17/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/18/2022,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/19/2022,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/20/2022,3,3,3,3,3,3,3,2,2,2,3,3,4,4,4,5,4,4,4,4,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/21/2022,3,3,3,3,3,3,N/A,N/A,N/A,3,3,2,2,3,3,3,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/22/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,3,3,3,N/A,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/23/2022,2,N/A,2,2,2,2,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/24/2022,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,3,3,N/A,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/25/2022,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,3,N/A,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/26/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/27/2022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/28/2022,2,2,2,2,2,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/29/2022,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,8/30/2022,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
