City,Date,AQHI-H01,AQHI-H02,AQHI-H03,AQHI-H04,AQHI-H05,AQHI-H06,AQHI-H07,AQHI-H08,AQHI-H09,AQHI-H10,AQHI-H11,AQHI-H12,AQHI-H13,AQHI-H14,AQHI-H15,AQHI-H16,AQHI-H17,AQHI-H18,AQHI-H19,AQHI-H20,AQHI-H21,AQHI-H22,AQHI-H23,AQHI-H24,RISK-H01,RISK-H02,RISK-H03,RISK-H04,RISK-H05,RISK-H06,RISK-H07,RISK-H08,RISK-H09,RISK-H10,RISK-H11,RISK-H12,RISK-H13,RISK-H14,RISK-H15,RISK-H16,RISK-H17,RISK-H18,RISK-H19,RISK-H20,RISK-H21,RISK-H22,RISK-H23,RISK-H24
Hamilton mountains,8/31/2022,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/1/2022,3,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/2/2022,3,3,2,2,2,N/A,N/A,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/3/2022,3,3,3,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/4/2022,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/5/2022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/6/2022,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/7/2022,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/8/2022,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/9/2022,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/10/2022,2,2,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/11/2022,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/12/2022,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/13/2022,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/14/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,N/A,2,2,2,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/15/2022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/16/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/17/2022,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/18/2022,4,3,3,3,N/A,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/19/2022,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/20/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/21/2022,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/22/2022,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/23/2022,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/24/2022,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/25/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/26/2022,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/27/2022,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/28/2022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/29/2022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,9/30/2022,2,2,2,2,2,1,1,1,2,2,2,2,3,3,3,2,2,2,3,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/1/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/2/2022,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/3/2022,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/4/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/5/2022,3,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/6/2022,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/7/2022,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/8/2022,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/9/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/10/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/11/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/12/2022,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/13/2022,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/14/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/15/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/16/2022,2,2,1,1,N/A,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/17/2022,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/18/2022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/19/2022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/20/2022,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/21/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/22/2022,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/23/2022,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/24/2022,4,4,3,3,3,3,3,3,4,4,5,5,5,6,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/25/2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,3,3,3,4,4,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/26/2022,3,3,3,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/27/2022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/28/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/29/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/30/2022,4,4,4,4,3,3,3,3,3,3,3,3,3,5,6,6,5,4,4,4,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,10/31/2022,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,6,6,5,4,4,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/1/2022,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/2/2022,3,3,3,3,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/3/2022,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/4/2022,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/5/2022,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/6/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/7/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/8/2022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/9/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,5,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/10/2022,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/11/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/12/2022,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/13/2022,1,1,1,1,N/A,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/14/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/15/2022,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/16/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/17/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/18/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/19/2022,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/20/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/21/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/22/2022,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/23/2022,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/24/2022,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/25/2022,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/26/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/27/2022,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/28/2022,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/29/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,11/30/2022,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/1/2022,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/2/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/3/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/4/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/5/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/6/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/7/2022,2,3,3,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/8/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,N/A,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/9/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/10/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/11/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/12/2022,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/13/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/14/2022,N/A,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,N/A,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/15/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/16/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/17/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/18/2022,2,2,2,2,N/A,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/19/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/20/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/21/2022,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/22/2022,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/23/2022,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/24/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/25/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/26/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/27/2022,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/28/2022,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/29/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/30/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton mountains,12/31/2022,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
